Revision,State,_part_number,_part_name
Revision,State,Number,Name
1,RELEASED,61100333,ACTUATOR SHAFT
1,RELEASED,6SHELL_828,SHELL_828
1,RELEASED,6NL1_2SP_IN,NORD-LOCK ENLARGED DIA
1,RELEASED,61100828,MGB LOWER CASING
1,RELEASED,6ISO4017-M3X12-8_8,Hexagon Head Screw
1,RELEASED,6SHELL_736,SHELL_736
1,RELEASED,61100897,MGB PLANET BEARING SHAFT
1,DESIGN,6NU-1007-ECP,CYLINDRICAL ROLLER BEARING
1,RELEASED,61100873,MGB PINION RETAINING RING
1,RELEASED,6_SKF_3200_A-2RS1TN9_MT33_PART2,SKF_3200_A-2RS1TN9_MT33_PART2
1,RELEASED,6NAS1802-08-6B,"SCREW, CAP, SOCKET HEAD"
1,DESIGN,6N206-ECP_3,N206-ECP
1,RELEASED,6BS1806-153,OSEAL 88.57 ID x 2
1,RELEASED,61100891,MGB ANTI-TORQUE MOUNT BASE
1,RELEASED,6SEAT_611,SEAT_611
1,RELEASED,61100908,BEARING LOCKNUT M75
1,RELEASED,6NAS1351C08-16P,nas1351c08-16p
1,RELEASED,61100342,DRIVE FLANGE NUT
1,RELEASED,6MS-10,"MALE ROD END BEARING 5/8"" BORE / 5/8 UNF RH THREAD"
1,DESIGN,61105732-WHEEL,61105732-WHEEL
1,RELEASED,6ISO4017-M4X12-8_8,iso4017-m4x12-8_8
1,RELEASED,6_SKF_QJ_310_MA_PART1,SKF_QJ_310_MA_PART1
1,DESIGN,6DNS-30-S16,dns-30-s16
1,RELEASED,PJ-002A_3,CONN POWER JACK 2.1MM
-,PRODUCTIONCHANGE,0051623,CABIN LAYOUT B VARIANT
1,DESIGN,MC-6HX50-WOLFSHEAD-BRWN-LEATHER,MC-6HX50-WOLFSHEAD-BRWN-LEATHER
1,RELEASED,6NL4SS_IN,NORD-LOCK WASHER M4 ST/ST NL4SS
1,RELEASED,6NAS6205-28D,"BOLT- HEX HEAD, 0.3125-24 UNJF, 1.750 GRIP, 2"
1,RELEASED,6HX50-TAIL-LIGHT-INNER-LENS,HX50-PTC-TAIL-LIGHT-INNER-LENS
1,RELEASED,FR_ARM.IPT,FR_ARM.ipt
1,DESIGN,6TJG1A0420-M831_3,PDR ROTARY SHAFT SEAL
1,DESIGN,6NL4_IN,NORD-LOCK WASHER M4 NL4
1,RELEASED,RR_BUSH_01,RR_BUSH_01
1,RELEASED,6NL1_4SS_IN,"NORD-LOCK WASHER 1/4"" ST/ST NL1/4""SS"
1,RELEASED,6DIN471_9_1,EXTERNAL CIRCLIP 9mm SHAFT
1,RELEASED,6HX50-PEDAL-ADJUSTERS-BRUSHE,HX50-PTC-PEDAL-ADJUSTERS-BRUSHE
